user_id,nickname,total_reviews,REVIEWER_INFO,BRAND_NAME,goods_name,REVIEW_DATE,REVIEW_RATING,REVIEW_ADDITIONAL_INFO,review_likes,REVIEW_CONTENT,PRODUCT_NAME
bf41beece0ac31df538af6326c0d5542,47필포든,,"oily / spring_warm / nutrition,soothing,acne",토니모리,원더 세라마이드 모찌 토너 500ml(+모찌 마스크팩 증정),2025-01-01,5,,0,쫀쫀하고 좋아요 제발 단종하지 말아주세요 계속 쓸게요,토니모리원더세라마이드모찌토너500ml
674a6c923326136d835ed0e0c6df4f8b,감각적인민트포멀,,dry / summer_cool / soothing,토니모리,원더 세라마이드 모찌 토너 500ml(+모찌 마스크팩 증정),2025-01-01,5,,0,순하고 사용감이 좋고 용량이 커서 부담없이 쓰기 좋아요,토니모리원더세라마이드모찌토너500ml
c0e7d65235de326021f9334d44331b82,쥬쥬-:,,combination / summer_cool / soothing,토니모리,원더 세라마이드 모찌 토너 500ml(+모찌 마스크팩 증정),2025-01-01,5,,0,닦토용으로 꾸준히 사용하는 제품이라 구매했어요!! 증정도 개나 주네용 ㅎㅎ,토니모리원더세라마이드모찌토너500ml
aebb99119564c8d158f5a13608a0875f,딱딱뚝딱,,oily / fall_warm / acne,에스네이처,아쿠아 오아시스 토너 300ml,2025-01-01,5,,0,보습이 최고고요 깔끔했습니다 앞으로 이것만 쓸 것 같아요,에스네이처아쿠아오아시스토너300ml
3ffb80565a413f5e80297fa8b3aec266,근면한대구백팩,,"sensitive / spring_warm / soothing,pores,acne",에스네이처,아쿠아 오아시스 토너 300ml,2025-01-01,5,,0,화장하기 전에 여러 번 레이어링해서 바르면 안떠요.,에스네이처아쿠아오아시스토너300ml
db93bcd6cb544e798bb07de95b8372fc,쭝이킹,,"oily / fall_warm / soothing,pores,acne",토리든,[2종세트] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+다이브인 토너 50ml),2025-01-01,5,,0,촉촉합니다 올리브젊음에서 파는것보다 저렴하게 구매가능,토리든다이브인저분자히알루론산세럼50ml40ml
d8bf432fc30d2863492dd3d1974eb649,멜론보이,,"combination / fall_warm / acne,moisture_control,pores",토리든,[2종세트] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+다이브인 토너 50ml),2025-01-01,5,,0,착한 가격에 토리든 앰플 구매해서 기분이 좋아요 항상 잘 쓰고 있는 앰플 입니다,토리든다이브인저분자히알루론산세럼50ml40ml
f6b691e9a1b745193cebab3d6737bac8,SJ1112,,combination / summer_cool / soothing,토리든,[2종세트] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+다이브인 토너 50ml),2025-01-01,5,,0,항상 무난하게 잘 쓰고 있는 세럼입니다~! 자극없이 순해서 넘 좋아요ㅎㅎ,토리든다이브인저분자히알루론산세럼50ml40ml
c251ceb0ebe56343d775dccb52b4850f,성숙한런던체인,,"combination / winter_cool / soothing,pores,acne",토리든,다이브인 저분자 히알루론산 토너 300ml,2025-01-01,5,,0,두번째 쓰는 건데 토너 중에서 젤 깔끔하고 좋은듯요,토리든다이브인저분자히알루론산토너300ml
7cce7a5d52b626cc13cd22d6ae457879,까눌루,,combination / summer_cool / soothing,토리든,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),2025-01-01,5,,0,순한 스킨입니다 가격도 괜찮고 피부에도 괜찮은 것 같아용,토리든다이브인저분자히알루론산토너300mlx2개
